benchmark,tsan-races,tsan-usertime,tsan-systime,tsan-time,tsan-maxmem,helgrind-races,helgrind-usertime,helgrind-systime,helgrind-time,helgrind-maxmem,vamos-races,vamos-usertime,vamos-systime,vamos-time,vamos-maxmem,vamos-maxmem-mon,vamos-eventsnum,vamos-dropped,vamos-holes
mix042.oepc.i , 0,0.0,0.0,0.52,18964,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1764,3552,59,0,0
mix042.opt.i , 0,0.0,0.01,0.52,19020,0,0.44,0.02,0.47,50512,0,0.0,0.0,0.16,1764,3548,39,0,0
mix043.oepc.i , 0,0.0,0.01,0.52,18996,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1800,3524,82,0,0
mix043.opt.i , 0,0.0,0.01,0.52,18984,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1740,3456,52,0,0
mix044.opt.i , 0,0.0,0.0,0.52,18984,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1688,3460,51,0,0
mix044_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,19048,0,0.43,0.03,0.47,50516,0,0.0,0.0,0.16,1748,3564,81,0,0
mix044_tso.oepc.i , 0,0.0,0.0,0.52,18908,0,0.45,0.02,0.47,50516,0,0.0,0.0,0.16,1772,3564,81,0,0
mix045_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,19084,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1748,3532,58,0,0
mix045_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18804,0,0.44,0.02,0.46,50528,0,0.0,0.0,0.16,1792,3624,38,0,0
mix046.oepc.i , 0,0.0,0.0,0.52,19108,0,0.45,0.01,0.47,50516,0,0.0,0.0,0.16,1768,3460,62,0,0
mix046.opt.i , 0,0.01,0.0,0.52,18840,0,0.45,0.01,0.47,50528,0,0.0,0.0,0.16,1752,3392,51,0,0
mix047_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,18948,0,0.45,0.02,0.47,50516,0,0.0,0.0,0.16,1800,3700,80,0,0
mix047_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18912,0,0.45,0.01,0.46,50532,0,0.0,0.0,0.16,1740,3552,50,0,0
mix048_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt-podwr000_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18956,0,0.44,0.02,0.47,50512,0,0.0,0.0,0.16,1776,3416,37,0,0
mix049_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt-podwr001_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.51,19136,0,0.44,0.02,0.47,50268,0,0.0,0.0,0.16,1816,3496,60,0,0
mix050.i , 0,0.0,0.01,0.51,19104,0,0.46,0.01,0.47,49552,0,0.0,0.0,0.16,1804,3460,83,0,0
mix051_power.oepc_power.opt_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,18876,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1772,3520,82,0,0
mix051_pso.opt_rmo.opt_tso.opt.i , 0,0.01,0.0,0.52,19108,0,0.46,0.01,0.47,50524,0,0.0,0.0,0.16,1852,3640,53,0,0
mix051_tso.oepc.i , 0,0.0,0.0,0.52,18968,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1836,3640,82,0,0
mix052_power.oepc_power.opt_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,19000,0,0.44,0.02,0.47,50536,0,0.0,0.0,0.16,1908,3436,59,0,0
mix052_pso.opt_rmo.opt_tso.opt.i , 0,0.0,0.01,0.52,18920,0,0.45,0.01,0.47,50256,0,0.0,0.0,0.16,1800,3504,40,0,0
mix052_tso.oepc.i , 0,0.0,0.0,0.52,18976,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1740,3540,59,0,0
mix053.opt.i , 0,0.0,0.0,0.52,18916,0,0.44,0.02,0.46,50516,0,0.0,0.0,0.16,1676,3508,52,0,0
mix053_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,19088,0,0.44,0.03,0.47,49804,0,0.0,0.0,0.16,1928,3452,81,0,0
mix053_tso.oepc.i , 0,0.0,0.0,0.52,18900,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1808,3460,73,0,0
mix054_power.oepc_power.opt_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.51,18724,0,0.44,0.02,0.47,50268,0,0.0,0.0,0.16,1828,3516,36,0,0
mix054_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18972,0,0.43,0.03,0.47,50268,0,0.0,0.0,0.16,1760,3596,26,0,0
mix055.opt.i , 0,0.0,0.0,0.52,18836,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1920,3548,51,0,0
mix055_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,18944,0,0.46,0.01,0.47,49804,0,0.0,0.0,0.16,1760,3696,81,0,0
mix055_tso.oepc.i , 0,0.0,0.0,0.52,19100,0,0.45,0.01,0.47,50256,0,0.0,0.0,0.16,1808,3520,81,0,0
mix056_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,19072,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1796,3616,58,0,0
mix056_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18860,0,0.44,0.02,0.46,50524,0,0.0,0.0,0.16,1760,3436,38,0,0
mix057_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,18896,0,0.46,0.01,0.47,50524,0,0.0,0.0,0.16,1780,3504,80,0,0
mix057_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,19024,0,0.45,0.01,0.46,50532,0,0.0,0.0,0.16,1784,3448,31,0,0
nondet-array-1.i , 0,0.0,0.0,0.13,19148,0,0.42,0.03,0.57,49812,0,0.0,0.0,0.16,1604,3296,0,0,0
nondet-array-2.i , 0,0.01,0.0,0.13,19112,0,0.43,0.01,0.57,49812,0,0.0,0.0,0.16,1600,3344,0,0,0
nondet-loop-bound-1.i , 0,0.0,0.0,0.13,18892,0,0.42,0.02,0.57,50256,0,0.0,0.0,0.16,1684,3292,3,0,0
nondet-loop-bound-2.i , 0,0.0,0.01,0.13,19112,0,0.42,0.02,0.57,50260,0,0.0,0.0,0.16,1600,3356,3,0,0
nondet-loop-bound-variant-1.i , 0,0.0,0.0,0.13,19020,0,0.42,0.02,0.57,50256,0,0.0,0.0,0.16,1592,3600,3,0,0
nondet-loop-bound-variant-2.i , 0,0.0,0.0,0.13,19092,0,0.43,0.02,0.57,50264,0,0.0,0.0,0.16,1576,3452,3,0,0
peterson-b.i , 1,0.0,0.0,0.52,19212,4,0.44,0.02,0.46,50508,8,0.0,0.0,0.04,1804,3476,12,0,0
peterson.i , 0,0.0,0.01,0.01,18724,0,0.45,0.01,0.47,49820,0,0.0,0.0,0.04,1748,3472,38,0,0
pthread-demo-datarace-1.i , 0,0.01,0.0,0.01,18716,0,0.46,0.01,0.47,50248,0,0.0,0.0,0.04,1752,3420,145,0,0
pthread-demo-datarace-2.i , 1,0.0,0.01,0.64,20108,4,0.46,0.01,0.6,50256,8,0.0,0.0,0.16,1816,3440,26,0,0
pthread-demo-datarace-3.i , 0,0.0,0.0,0.13,19796,2,0.45,0.02,0.6,50252,0,0.0,0.0,0.16,1864,3404,184,0,0
pthread-finding-k-matches.i , 0,0.01,0.0,0.01,18512,0,0.46,0.01,0.6,49832,0,0.0,0.0,0.04,1664,10944,1006,0,0
pthread-numerical-integration.i , 0,0.0,0.0,0.13,19280,0,0.44,0.01,0.58,50252,0,0.0,0.0,0.16,1704,3420,4,0,0
queue.i , 0,0.0,0.0,0.01,18764,0,0.46,0.01,0.47,50252,0,0.0,0.0,0.04,1804,3480,147,0,0
queue_longer.i , 0,0.0,0.0,0.01,18952,0,0.46,0.02,0.48,50240,0,0.0,0.0,0.04,1740,3676,2439,0,0
queue_longest.i , 0,0.0,0.01,0.01,19052,0,0.46,0.02,0.49,50236,0,0.0,0.0,0.04,1908,4108,5277,475,1
queue_ok.i , 0,0.0,0.0,0.01,18816,0,0.46,0.01,0.47,50276,0,0.0,0.0,0.04,1752,3404,17,0,0
queue_ok_longer.i , 0,0.0,0.0,0.01,18760,0,0.46,0.01,0.47,50252,0,0.0,0.0,0.04,1904,3460,17,0,0
queue_ok_longest.i , 0,0.0,0.01,0.01,18904,0,0.45,0.02,0.47,50252,0,0.0,0.0,0.04,1784,3400,17,0,0
qw2004-1.i , 0,0.0,0.0,0.51,19028,0,0.45,0.01,0.46,50516,0,0.0,0.0,0.04,1712,3388,14,0,0
qw2004-2.i , 0,0.0,0.0,0.52,18980,0,0.44,0.02,0.46,49812,0,0.0,0.0,0.04,1724,3576,19,0,0
qw2004-2b.i , 0,0.0,0.0,0.52,18764,0,0.43,0.03,0.46,50236,0,0.0,0.0,0.04,1612,3572,21,0,0
qw2004_variant.i , 0,0.0,0.0,1.52,19136,0,0.45,0.01,0.47,50516,0,0.0,0.0,0.04,1984,3604,50,0,0
reorder_2-2.i , 1,0.0,0.0,0.52,19196,4,0.45,0.01,0.47,50532,6,0.0,0.0,0.04,1764,3672,29,0,0
reorder_2.i , 1,0.0,0.01,0.52,19196,4,0.45,0.01,0.47,50524,6,0.0,0.0,0.04,1736,3488,29,0,0
reorder_5-2.i , 2,0.0,0.0,0.52,19408,4,0.43,0.03,0.47,50524,8,0.0,0.0,0.04,1752,3492,35,0,0
reorder_5.i , 2,0.0,0.01,0.52,19240,4,0.43,0.03,0.47,50232,8,0.0,0.0,0.04,1780,3620,35,0,0
reorder_c11_bad-10.i , 2,0.0,0.01,0.52,19372,2,0.43,0.04,0.47,50508,2,0.0,0.0,0.04,1792,3624,110,0,0
reorder_c11_bad-20.i , 2,0.0,0.01,0.52,19332,2,0.44,0.03,0.47,50512,2,0.0,0.0,0.04,2056,3692,210,0,0
reorder_c11_bad-30.i , 2,0.01,0.0,0.52,19504,2,0.46,0.02,0.48,50508,2,0.0,0.0,0.04,2020,3940,310,0,0
reorder_c11_bad-40.i , 2,0.0,0.01,0.52,19500,2,0.45,0.04,0.48,50508,2,0.0,0.0,0.04,2052,4176,410,0,0
reorder_c11_bad-50.i , 2,0.01,0.01,0.53,19644,2,0.46,0.03,0.49,50508,2,0.0,0.0,0.04,2172,4512,510,0,0
reorder_c11_good-10.i , 0,0.0,0.0,0.01,18912,0,0.45,0.02,0.47,50252,0,0.0,0.0,0.04,1836,3620,88,0,0
reorder_c11_good-20.i , 0,0.0,0.0,0.01,18936,0,0.45,0.03,0.48,50252,0,0.0,0.0,0.04,1936,3728,168,0,0
reorder_c11_good-30.i , 0,0.0,0.01,0.01,19224,0,0.46,0.02,0.48,50252,0,0.0,0.0,0.04,1956,3960,248,0,0
reorder_c11_good-40.i , 0,0.0,0.01,0.01,19296,0,0.47,0.02,0.49,50252,0,0.0,0.0,0.04,2224,4160,328,0,0
reorder_c11_good-50.i , 0,0.0,0.0,0.01,19416,0,0.46,0.03,0.49,50252,0,0.0,0.0,0.04,2124,4348,408,0,0
rfi000_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,18964,0,0.45,0.01,0.46,50532,0,0.0,0.0,0.16,1744,3664,36,0,0
rfi000_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,19004,0,0.45,0.01,0.47,50260,0,0.0,0.0,0.16,1720,3480,26,0,0
rfi000_tso.i , 0,0.0,0.01,0.52,19076,0,0.45,0.01,0.46,50528,0,0.0,0.0,0.16,1768,3520,26,0,0
rfi001_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,18996,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1732,3424,36,0,0
rfi001_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.51,18716,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1740,3420,26,0,0
rfi002_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,18820,0,0.45,0.01,0.47,50260,0,0.0,0.0,0.16,1796,3520,46,0,0
rfi002_tso.i , 0,0.0,0.0,0.51,18796,0,0.44,0.02,0.46,50268,0,0.0,0.0,0.16,1816,3504,46,0,0
rfi003_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.13,19820,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1760,3600,30,0,0
rfi003_tso.i , 0,0.0,0.0,0.52,18872,0,0.44,0.02,0.47,50520,0,0.0,0.0,0.16,1744,3480,37,0,0
rfi004.i , 0,0.0,0.0,0.52,18880,0,0.45,0.01,0.47,50516,0,0.0,0.0,0.16,1828,3424,30,0,0
rfi005.i , 0,0.01,0.0,0.13,19840,0,0.46,0.01,0.6,50236,0,0.0,0.0,0.16,1820,3348,30,0,0
rfi006_power.oepc.i , 0,0.0,0.0,0.52,18888,0,0.45,0.01,0.47,50256,0,0.0,0.0,0.16,1772,3540,61,0,0
rfi006_power.opt.i , 0,0.0,0.0,0.52,19204,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1772,3532,61,0,0
rfi006_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,19012,0,0.45,0.01,0.47,50520,0,0.0,0.0,0.16,1800,3372,74,0,0
rfi006_rmo.i , 0,0.0,0.01,0.52,19036,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1756,3424,56,0,0
rfi007_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18968,0,0.46,0.0,0.47,50264,0,0.0,0.0,0.16,1720,3476,36,0,0
rfi007_tso.i , 0,0.0,0.0,0.52,19008,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1760,3524,26,0,0
rfi008.oepc.i , 0,0.0,0.01,0.52,18868,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1812,3492,51,0,0
rfi008.opt.i , 0,0.0,0.0,0.51,18940,0,0.45,0.01,0.46,50268,0,0.0,0.0,0.16,1752,3428,32,0,0
rfi009_power.oepc.i , 0,0.0,0.01,0.51,18904,0,0.44,0.03,0.47,50260,0,0.0,0.0,0.16,1792,3364,62,0,0
rfi009_power.opt_pso.oepc_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18800,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1768,3436,76,0,0
rfi009_rmo.oepc.i , 0,0.0,0.01,0.52,19036,0,0.45,0.01,0.47,50260,0,0.0,0.0,0.16,1788,3436,57,0,0
rfi010.i , 0,0.0,0.0,0.51,18988,0,0.44,0.02,0.46,50268,0,0.0,0.0,0.16,1764,3484,30,0,0
ring_1w1r-1.i , 0,0.0,0.0,0.13,19512,0,0.45,0.01,0.6,49572,1056,0.0,0.0,0.16,1680,3452,644,0,0
ring_1w1r-2.i , 6,0.52,0.01,0.53,19212,TO,None,None,None,None,296,0.0,0.0,0.04,1724,3556,619,0,0
ring_2w1r-1.i , 6,0.53,0.0,0.53,19316,TO,None,None,None,None,600,0.0,0.0,0.04,1756,3392,408,0,0
ring_2w1r-2.i , 5,0.51,0.01,0.65,20368,TO,None,None,None,None,TO,None,None,None,None,None,None,None,None
safe000_power.oepc.i , 0,0.0,0.0,0.52,18904,0,0.45,0.01,0.47,50248,0,0.0,0.0,0.16,1764,3484,56,0,0
safe000_power.opt.i , 0,0.01,0.0,0.52,18884,0,0.46,0.0,0.47,50532,0,0.0,0.0,0.16,1768,3540,76,0,0
safe000_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19056,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1764,3664,32,0,0
safe000_rmo.i , 0,0.0,0.0,0.52,18892,0,0.45,0.01,0.47,50256,0,0.0,0.0,0.16,1768,3436,51,0,0
safe001_power.oepc.i , 0,0.0,0.01,0.51,18820,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1824,3484,55,0,0
safe001_power.opt_pso.oepc_pso.opt_rmo.opt.i , 0,0.0,0.01,0.13,19488,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1844,3612,59,0,0
safe001_rmo.oepc.i , 0,0.0,0.0,0.52,18880,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1760,3524,50,0,0
safe001_tso.i , 0,0.0,0.0,0.52,19080,0,0.43,0.03,0.47,50244,0,0.0,0.0,0.16,1760,3412,31,0,0
safe002_power.oepc.i , 0,0.01,0.0,0.52,18976,0,0.45,0.01,0.47,50240,0,0.0,0.0,0.16,1740,3436,56,0,0
safe002_power.opt_pso.oepc_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,18896,0,0.46,0.0,0.46,50268,0,0.0,0.0,0.16,1756,3432,61,0,0
safe002_rmo.oepc.i , 0,0.0,0.0,0.52,18824,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1844,3436,51,0,0
safe002_tso.i , 0,0.0,0.01,0.52,18936,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1724,3424,32,0,0
safe003_power.oepc_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.51,18944,0,0.45,0.01,0.47,50516,0,0.0,0.0,0.16,1776,3440,59,0,0
safe003_power.opt.i , 0,0.0,0.0,0.52,18960,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1844,3448,75,0,0
safe003_tso.i , 0,0.0,0.0,0.51,18956,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1836,3428,31,0,0
safe004_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.51,19064,0,0.45,0.02,0.47,50524,0,0.0,0.0,0.16,1784,3620,58,0,0
safe004_power.opt_pso.opt_rmo.opt.i , 0,0.01,0.0,0.52,18868,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1772,3540,58,0,0
safe004_tso.i , 0,0.01,0.0,0.52,18832,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1676,3408,30,0,0
safe005_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18956,0,0.46,0.01,0.47,50252,0,0.0,0.0,0.16,1756,3384,62,0,0
safe005_tso.i , 0,0.0,0.01,0.52,19016,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1668,3488,33,0,0
safe006_power.oepc-thin000_power.oepc.i , 0,0.0,0.0,0.52,18980,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1744,3488,35,0,0
safe006_power.opt-thin000_power.opt.i , 0,0.0,0.0,0.52,18924,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1808,3484,37,0,0
safe006_pso.oepc_pso.opt_tso.oepc_tso.opt-thin000_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.51,19024,0,0.41,0.05,0.47,49820,0,0.0,0.0,0.16,1728,3408,19,0,0
safe006_rmo.oepc_rmo.opt-thin000_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.51,18784,0,0.46,0.0,0.47,50244,0,0.0,0.0,0.16,1908,3420,30,0,0
safe007_power.oepc-thin001_power.oepc.i , 0,0.0,0.01,0.51,19020,0,0.45,0.02,0.47,50524,0,0.0,0.0,0.16,1760,3488,48,0,0
safe007_power.opt-thin001_power.opt.i , 0,0.0,0.0,0.52,19084,0,0.45,0.01,0.46,50228,0,0.0,0.0,0.16,1760,3448,52,0,0
safe007_pso.oepc_pso.opt_tso.oepc_tso.opt-thin001_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19000,0,0.45,0.01,0.47,49820,0,0.0,0.0,0.16,1760,3484,32,0,0
safe007_rmo.oepc_rmo.opt-thin001_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,19000,0,0.45,0.01,0.47,50528,0,0.0,0.0,0.16,1764,3540,43,0,0
safe008_power.oepc_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,19024,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1780,3436,59,0,0
safe008_power.opt.i , 0,0.01,0.0,0.52,18876,0,0.45,0.01,0.47,50528,0,0.0,0.0,0.16,1792,3548,75,0,0
safe008_tso.i , 0,0.0,0.0,0.52,18876,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1736,3612,31,0,0
safe009_power.oepc.i , 0,0.0,0.0,0.51,18884,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1844,3436,56,0,0
safe009_power.opt.i , 0,0.0,0.0,0.52,19100,0,0.45,0.02,0.47,50528,0,0.0,0.0,0.16,1792,3508,76,0,0
safe009_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18836,0,0.45,0.01,0.46,50240,0,0.0,0.0,0.16,1728,3600,32,0,0
safe009_rmo.oepc.i , 0,0.0,0.01,0.52,18892,0,0.45,0.01,0.47,50528,0,0.0,0.0,0.16,1784,3672,51,0,0
safe009_rmo.opt.i , 0,0.0,0.0,0.51,19080,0,0.44,0.03,0.47,50532,0,0.0,0.0,0.16,1788,3520,59,0,0
safe010_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18784,0,0.43,0.03,0.46,50244,0,0.0,0.0,0.16,1668,3416,36,0,0
safe010_tso.i , 0,0.0,0.0,0.51,18796,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1740,3464,18,0,0
safe011_power.oepc_pso.oepc_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18932,0,0.44,0.02,0.47,50528,0,0.0,0.0,0.16,1772,3436,58,0,0
safe011_power.opt_pso.opt.i , 0,0.0,0.01,0.52,19156,0,0.45,0.01,0.47,50528,0,0.0,0.0,0.16,1796,3676,58,0,0
safe011_tso.i , 0,0.0,0.01,0.52,19028,0,0.44,0.02,0.46,50504,0,0.0,0.0,0.16,1792,3484,30,0,0
safe012_power.oepc.i , 0,0.0,0.01,0.52,18968,0,0.45,0.01,0.47,49820,0,0.0,0.0,0.16,1840,3436,48,0,0
safe012_power.opt.i , 0,0.0,0.01,0.52,19072,0,0.45,0.02,0.47,50228,0,0.0,0.0,0.16,1800,3692,52,0,0
safe012_pso.oepc_pso.opt_rmo.opt.i , 0,0.01,0.0,0.52,19024,0,0.46,0.0,0.46,50268,0,0.0,0.0,0.16,1684,3440,61,0,0
safe012_rmo.oepc.i , 0,0.0,0.0,0.52,19072,0,0.46,0.0,0.47,50248,0,0.0,0.0,0.16,1772,3428,43,0,0
safe012_tso.i , 0,0.0,0.01,0.13,19568,0,0.43,0.03,0.46,50244,0,0.0,0.0,0.16,1824,3512,32,0,0
safe013_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18936,0,0.43,0.03,0.46,50520,0,0.0,0.0,0.16,1768,3504,62,0,0
safe013_tso.i , 0,0.0,0.0,0.52,19032,0,0.44,0.02,0.46,50508,0,0.0,0.0,0.16,1912,3528,33,0,0
safe014_power.oepc.i , 0,0.0,0.01,0.51,19176,0,0.43,0.03,0.47,50524,0,0.0,0.0,0.16,1760,3436,48,0,0
safe014_power.opt.i , 0,0.0,0.0,0.52,19016,0,0.45,0.02,0.47,50244,0,0.0,0.0,0.16,1744,3692,48,0,0
safe014_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.01,0.0,0.52,19016,0,0.45,0.01,0.46,50240,0,0.0,0.0,0.16,1760,3488,32,0,0
safe014_rmo.oepc.i , 0,0.0,0.01,0.52,19032,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1776,3496,43,0,0
safe014_rmo.opt.i , 0,0.0,0.01,0.52,19036,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1844,3528,49,0,0
safe015_power.oepc.i , 0,0.01,0.0,0.13,19700,0,0.46,0.01,0.6,50520,0,0.0,0.0,0.16,1740,3488,45,0,0
safe015_power.opt.i , 0,0.0,0.01,0.52,18824,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1764,3440,50,0,0
safe015_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18884,0,0.45,0.01,0.46,50508,0,0.0,0.0,0.16,1768,3520,33,0,0
safe015_rmo.i , 0,0.0,0.0,0.51,18776,0,0.45,0.01,0.47,49800,0,0.0,0.0,0.16,1752,3492,50,0,0
safe016_power.oepc.i , 0,0.0,0.0,0.52,18984,0,0.45,0.02,0.46,49828,0,0.0,0.0,0.16,1776,3552,65,0,0
safe016_power.opt.i , 0,0.0,0.0,0.51,18852,0,0.45,0.02,0.47,50252,0,0.0,0.0,0.16,1852,3452,81,0,0
safe016_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19080,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1772,3680,41,0,0
safe016_rmo.oepc.i , 0,0.0,0.01,0.52,19104,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1856,3540,60,0,0
safe016_rmo.opt.i , 0,0.0,0.01,0.52,19108,0,0.44,0.02,0.47,49812,0,0.0,0.0,0.16,1748,3692,76,0,0
safe017_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,19028,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1804,3524,55,0,0
safe017_tso.i , 0,0.01,0.0,0.52,19084,0,0.45,0.01,0.46,50240,0,0.0,0.0,0.16,1820,3476,27,0,0
safe018_power.oepc.i , 0,0.0,0.0,0.52,19092,0,0.45,0.02,0.47,50524,0,0.0,0.0,0.16,1736,3480,45,0,0
safe018_power.opt.i , 0,0.0,0.0,0.52,18848,0,0.45,0.01,0.46,50532,0,0.0,0.0,0.16,1732,3628,58,0,0
safe018_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.51,19028,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1792,3484,29,0,0
safe018_rmo.oepc.i , 0,0.0,0.0,0.52,18972,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1756,3660,40,0,0
safe018_rmo.opt.i , 0,0.0,0.01,0.52,19032,0,0.44,0.02,0.47,50528,0,0.0,0.0,0.16,1764,3492,46,0,0
safe019_power.oepc.i , 0,0.0,0.0,0.52,18940,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1808,3636,66,0,0
safe019_power.opt.i , 0,0.0,0.0,0.52,19100,0,0.43,0.03,0.47,49812,0,0.0,0.0,0.16,1856,3460,97,0,0
safe019_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19044,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1800,3504,42,0,0
safe019_rmo.oepc.i , 0,0.0,0.01,0.52,18928,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1808,3552,61,0,0
safe019_rmo.opt.i , 0,0.0,0.0,0.52,18992,0,0.45,0.01,0.47,49808,0,0.0,0.0,0.16,1736,3512,78,0,0
